,timepoint_id,sample_id,timepoint_unknown,persistent_beta_param,persistent_gamma_param,S_state,I_state,R_state,incident_cases_observable_state,beta_param_observable_state
135,34,1,34.0,0.0013975321780890226,0.04311162233352661,9.52153627054031e-08,288.1957092285156,711.8042602539062,3.834920292433708e-08,0.0013975321780890226
136,35,1,35.0,0.0013975321780890226,0.04311162233352661,6.41983817217806e-08,276.03515625,723.9647827148438,2.476568106146715e-08,0.0013975321780890226
137,36,1,36.0,0.0013975321780890226,0.04311162233352661,4.4009983213300075e-08,264.3879089355469,735.613037109375,1.6261276769569122e-08,0.0013975321780890226
138,37,1,37.0,0.0013975321780890226,0.04311162233352661,3.06543093131495e-08,253.23179626464844,746.768310546875,1.0848546949659976e-08,0.0013975321780890226
139,38,1,38.0,0.0013975321780890226,0.04311162233352661,2.1680172324067826e-08,242.54649353027344,757.4534301757812,7.3488526375342644e-09,0.0013975321780890226
140,39,1,39.0,0.0013975321780890226,0.04311162233352661,1.5559168176082494e-08,232.31211853027344,767.6878662109375,5.051496554386858e-09,0.0013975321780890226
141,40,1,40.0,0.0013975321780890226,0.04311162233352661,1.1323591841971847e-08,222.50965881347656,777.4901123046875,3.5212341931156743e-09,0.0013975321780890226
142,41,1,41.0,0.0013975321780890226,0.04311162233352661,8.35224422957026e-09,213.12066650390625,786.87939453125,2.4876574133969598e-09,0.0013975321780890226
143,42,1,42.0,0.0013975321780890226,0.04311162233352661,6.240227889975358e-09,204.1279296875,795.8720092773438,1.780183223054621e-09,0.0013975321780890226
144,43,1,43.0,0.0013975321780890226,0.04311162233352661,4.72000305506981e-09,195.51466369628906,804.4853515625,1.2896843593068752e-09,0.0013975321780890226
145,44,1,44.0,0.0013975321780890226,0.04311162233352661,3.6124221391986566e-09,187.26504516601562,812.7355346679688,9.454030891475895e-10,0.0013975321780890226
146,45,1,45.0,0.0013975321780890226,0.04311162233352661,2.7961122306408015e-09,179.3629913330078,820.636474609375,7.008889579829258e-10,0.0013975321780890226
147,46,1,46.0,0.0013975321780890226,0.04311162233352661,2.1877879508025444e-09,171.7947540283203,828.2052612304688,5.252631662955309e-10,0.0013975321780890226
148,47,1,47.0,0.0013975321780890226,0.04311162233352661,1.7296284404721973e-09,164.54579162597656,835.4542846679688,3.977419782419389e-10,0.0013975321780890226
149,48,1,48.0,0.0013975321780890226,0.04311162233352661,1.3810385057766439e-09,157.60275268554688,842.3981323242188,3.041805141101861e-10,0.0013975321780890226
150,49,1,49.0,0.0013975321780890226,0.04311162233352661,1.1132241795053233e-09,150.95249938964844,849.0479125976562,2.3484686417774014e-10,0.0013975321780890226
151,50,1,50.0,0.0013975321780890226,0.04311162233352661,9.055452498962779e-10,144.58303833007812,855.4169311523438,1.8297396930933019e-10,0.0013975321780890226
152,51,1,51.0,0.0013975321780890226,0.04311162233352661,7.43056838281575e-10,138.48228454589844,861.517822265625,1.4380635571242806e-10,0.0013975321780890226
153,52,1,52.0,0.0013975321780890226,0.04311162233352661,6.148342945877516e-10,132.63890075683594,867.3611450195312,1.1397006949298571e-10,0.0013975321780890226
154,53,1,53.0,0.0013975321780890226,0.04311162233352661,5.128192870351711e-10,127.04216766357422,872.9584350585938,9.104875881016383e-11,0.0013975321780890226
155,54,1,54.0,0.0013975321780890226,0.04311162233352661,4.3101822111424326e-10,121.68155670166016,878.318603515625,7.32963273408771e-11,0.0013975321780890226
156,55,1,55.0,0.0013975321780890226,0.04311162233352661,3.649318069953722e-10,116.5471420288086,883.4529418945312,5.943950193154635e-11,0.0013975321780890226
157,56,1,56.0,0.0013975321780890226,0.04311162233352661,3.111555735291205e-10,111.62943267822266,888.3703002929688,4.854205232218689e-11,0.0013975321780890226
158,57,1,57.0,0.0013975321780890226,0.04311162233352661,2.670945131733049e-10,106.91907501220703,893.081298828125,3.991002320291592e-11,0.0013975321780890226
159,58,1,58.0,0.0013975321780890226,0.04311162233352661,2.3075452659782059e-10,102.40760040283203,897.5923461914062,3.302510695468719e-11,0.0013975321780890226
160,59,1,59.0,0.0013975321780890226,0.04311162233352661,2.0059302829888992e-10,98.08646392822266,901.9136352539062,2.7497089674644037e-11,0.0013975321780890226
161,60,1,60.0,0.0013975321780890226,0.04311162233352661,1.7540777164093413e-10,93.94771575927734,906.0520629882812,2.3030155907322047e-11,0.0013975321780890226
162,61,1,61.0,0.0013975321780890226,0.04311162233352661,1.542550254196584e-10,89.98350524902344,910.016845703125,1.9398316286611816e-11,0.0013975321780890226
163,62,1,62.0,0.0013975321780890226,0.04311162233352661,1.3639081530847363e-10,86.18657684326172,913.8134765625,1.6428070709340048e-11,0.0013975321780890226
164,63,1,63.0,0.0013975321780890226,0.04311162233352661,1.212234201908302e-10,82.54989624023438,917.4501342773438,1.3985077852718408e-11,0.0013975321780890226
165,64,1,64.0,0.0013975321780890226,0.04311162233352661,1.0827996832496467e-10,79.0666275024414,920.9337768554688,1.1964737360592448e-11,0.0013975321780890226
166,65,1,65.0,0.0013975321780890226,0.04311162233352661,9.71805760863198e-11,75.73040771484375,924.2696533203125,1.0285172019619537e-11,0.0013975321780890226
167,66,1,66.0,0.0013975321780890226,0.04311162233352661,8.761777414711958e-11,72.534912109375,927.465087890625,8.88180241159775e-12,0.0013975321780890226
168,67,1,67.0,0.0013975321780890226,0.04311162233352661,7.93420606992612e-11,69.47421264648438,930.5265502929688,7.70351490930743e-12,0.0013975321780890226
169,68,1,68.0,0.0013975321780890226,0.04311162233352661,7.214934205634904e-11,66.54267120361328,933.4578857421875,6.7095656287874395e-12,0.0013975321780890226
170,69,1,69.0,0.0013975321780890226,0.04311162233352661,6.587234230304162e-11,63.73495101928711,936.2651977539062,5.867357814881569e-12,0.0013975321780890226
171,70,1,70.0,0.0013975321780890226,0.04311162233352661,6.037288724503043e-11,61.045623779296875,938.954345703125,5.1506056364392094e-12,0.0013975321780890226
172,71,1,71.0,0.0013975321780890226,0.04311162233352661,5.5536415743961953e-11,58.469730377197266,941.5294189453125,4.538065236092681e-12,0.0013975321780890226
173,72,1,72.0,0.0013975321780890226,0.04311162233352661,5.126778862551973e-11,56.002628326416016,943.9967041015625,4.012497799299464e-12,0.0013975321780890226
174,73,1,73.0,0.0013975321780890226,0.04311162233352661,4.748719473202101e-11,53.63954162597656,946.3604736328125,3.5597818096033684e-12,0.0013975321780890226
175,74,1,74.0,0.0013975321780890226,0.04311162233352661,4.412780557627727e-11,51.376197814941406,948.623779296875,3.168371598069597e-12,0.0013975321780890226
176,75,1,75.0,0.0013975321780890226,0.04311162233352661,4.113315937859241e-11,49.208316802978516,950.792724609375,2.8287359433998294e-12,0.0013975321780890226
177,76,1,76.0,0.0013975321780890226,0.04311162233352661,3.845570389904296e-11,47.13197326660156,952.8680419921875,2.5330174156096286e-12,0.0013975321780890226
